MessageID,TEC,Entrada SW Ida,Duracao SW Ida,Saida SW Ida,Entrada SA Ida,Duracao SA Ida,Saida SA Ida,Entrada DB,Duracao DB,Saida DB,Entrada SA Volta,Duracao SA Ida,Saida SA Volta,Entrada SW Volta,Duracao SW,Saida SW Volta,Recepcao da resposta,Interacao,
31,0.01600000000000001,0.28757165033926846,0.011,0.29857165033926847,1.5986782671883895,0.049,1.6476782671883894,6.079754782120809,0.42300000000000004,6.502754782120809,6.502791620770679,0.113,6.61575478212081,6.502783502673424,0.009,6.51175478212081,6.516757341248105,3,
32,0.01650000000000001,0.29857395414073756,0.012,0.3105739541407376,1.6476838230817739,0.051,1.6986838230817738,6.502764478994224,0.402,6.904764478994224,6.904799251925409,0.109,7.013764478994224,6.904792155163107,0.01,6.914764478994224,6.919766939693546,3,
33,0.01700000000000001,0.3105762156706201,0.011,0.3215762156706201,1.6986891693188042,0.044,1.7426891693188042,6.904774841339344,0.093,6.997774841339344,6.997811679989213,0.089,7.086774841339344,6.9978017342204275,0.012,7.009774841339343,7.014777400466638,3,
34,0.017500000000000012,0.321578434928916,0.007,0.32857843492891603,1.7426946203840117,0.051,1.7936946203840116,,,,,,,1.7937220354569614,0.008,1.8016946203840116,1.8066973271532658,2,
35,0.018000000000000013,0.3285805485082455,0.009,0.3375805485082455,1.793699966621042,0.044,1.837699966621042,6.997784918482304,0.27,7.267784918482304,7.267819691413489,0.092,7.359784918482304,7.26781102807559,0.009,7.276784918482305,7.2817874530026065,3,
36,0.018500000000000013,0.3375828523097146,0.009,0.3465828523097146,1.8377052080298955,0.055,1.8927052080298954,7.267794995625264,0.16999999999999998,7.437794995625264,7.437831145702239,0.075,7.512794995625264,7.43782110521855,0.01,7.447794995625264,7.452797653180532,3,
37,0.019000000000000013,0.3465850504322172,0.01,0.3565850504322172,1.8927106590951028,0.044,1.9367106590951029,7.437804787566066,0.28400000000000003,7.721804787566065,7.721839904783698,0.112,7.8338047875660655,7.72183350811868,0.011,7.7328047875660655,7.737807371300353,3,
38,0.019500000000000014,0.35658724855471985,0.009,0.36558724855471986,1.936716372230753,0.06,1.996716372230753,7.721814674574253,0.185,7.906814674574252,7.906850480364779,0.107,8.013814674574252,7.906841306359404,0.01,7.916814674574252,7.92181733212952,3,
39,0.020000000000000014,0.3655894044056359,0.009,0.37458940440563593,1.9967218232959605,0.06,2.0567218232959603,7.906825036919372,0.42000000000000004,8.326825036919372,8.326860842709898,0.065,8.391825036919371,8.326853496376053,0.012,8.338825036919372,8.34382769447464,3,
40,0.020500000000000015,0.3745916447997251,0.009,0.38359164479972513,2.0567275364316107,0.056,2.1127275364316107,8.32683539926449,0.217,8.543835399264491,8.543870516482123,0.062,8.60583539926449,8.543863858721172,0.01,8.553835399264491,8.558838081426753,3,
41,0.021000000000000015,0.38359390632960766,0.011,0.39459390632960767,2.1127333019813492,0.043,2.1557333019813494,8.54384576160961,0.318,8.86184576160961,8.861880878827241,0.075,8.936845761609609,8.861871871202895,0.009,8.87084576160961,8.87584827152292,3,
42,0.021500000000000016,0.3945960199089371,0.01,0.4045960199089371,2.1557385433902025,0.041,2.1967385433902025,8.861855933819957,0.248,9.109855933819956,9.109890706751141,0.102,9.211855933819956,9.109882304509174,0.009,9.118855933819956,9.123858640589212,3,
43,0.022000000000000016,0.40459823916723303,0.01,0.41459823916723304,2.196744308939941,0.052,2.248744308939941,9.109866010962916,0.22000000000000003,9.329866010962917,9.329902505326338,0.098,9.427866010962918,9.329892120556202,0.011,9.340866010962916,9.345868668518184,3,
44,0.022500000000000017,0.41460050069711557,0.009,0.4236005006971156,2.24874970759106,0.054,2.30274970759106,9.329876468375423,0.08,9.409876468375423,9.409913995598187,0.07,9.479876468375423,9.409905188928036,0.012,9.421876468375423,9.42687902750272,3,
45,0.023000000000000017,0.4236026776838249,0.01,0.43360267768382493,2.3027554731407984,0.045,2.3477554731407984,9.409886830720541,0.08099999999999999,9.490886830720541,9.490921947938173,0.08,9.570886830720541,9.49091502908129,0.011,9.50188683072054,9.506889463668816,3,
46,0.023500000000000017,0.43360496034950075,0.012,0.44560496034950076,2.347761029034183,0.053,2.4007610290341828,9.490896622661342,0.257,9.747896622661342,9.747934494170552,0.111,9.858896622661343,9.747923515542427,0.011,9.758896622661341,9.76389913257465,3,
47,0.024000000000000018,0.44560724301517657,0.01,0.4556072430151766,2.400766637341656,0.052,2.452766637341656,9.74790698500646,0.379,10.12690698500646,10.12694244651054,0.088,10.21490698500646,10.12693440007941,0.011,10.13790698500646,10.142909519526762,3,
48,0.02450000000000002,0.4556095256808524,0.011,0.4666095256808524,2.4527722980632176,0.041,2.4937722980632175,10.126916681879875,0.389,10.515916681879874,10.515954553389085,0.103,10.618916681879874,10.51594279147316,0.011,10.526916681879873,10.531919216400176,3,
49,0.02500000000000002,0.46661163926018184,0.005,0.47161163926018185,2.4937775394720707,0.046,2.5397775394720705,,,,,,,2.539803649065356,0.007,2.5467775394720706,2.5517800985993655,2,
50,0.02550000000000002,0.4716138162468912,0.009,0.4806138162468912,2.539782990537278,0.05,2.589782990537278,10.515926568888062,0.25,10.765926568888062,10.765962374678589,0.118,10.883926568888063,10.765953461769147,0.012,10.777926568888063,10.782929177229345,3,
51,0.02600000000000002,0.4806161411841536,0.011,0.4916161411841536,2.5897886512588397,0.044,2.6337886512588398,10.76593674109841,0.089,10.85493674109841,10.854973579748279,0.113,10.96793674109841,10.854964939459158,0.011,10.865936741098409,10.870939398653677,3,
52,0.02650000000000002,0.4916184449856227,0.012,0.5036184449856227,2.6337944168085783,0.042,2.675794416808578,10.854946342904437,0.217,11.071946342904438,11.071982492981412,0.068,11.139946342904437,11.071972974689588,0.011,11.082946342904437,11.087948902031734,3,
53,0.02700000000000002,0.5036205797007455,0.011,0.5146205797007455,2.67580007753014,0.058,2.7338000775301396,11.071956515114785,0.143,11.214956515114785,11.214993009478206,0.109,11.323956515114785,11.21498340799587,0.011,11.225956515114785,11.230959049635088,3,
54,0.02750000000000002,0.5146228835022146,0.009,0.5236228835022146,2.733805843079878,0.049,2.782805843079878,11.214966972527291,0.29500000000000004,11.509966972527291,11.510001745458476,0.06,11.569966972527292,11.50999334321651,0.009,11.518966972527291,11.523969507047594,3,
55,0.02800000000000002,0.5236251450320971,0.012,0.5356251450320971,2.782811241730997,0.057,2.839811241730997,11.509976764468092,0.10600000000000001,11.615976764468092,11.616012570258619,0.075,11.690976764468092,11.61600313515731,0.009,11.624976764468093,11.629979446630355,3,
56,0.028500000000000022,0.535627364290393,0.011,0.546627364290393,2.839816535553939,0.043,2.882816535553939,11.615987031745826,0.189,11.804987031745826,11.805023870395695,0.079,11.883987031745827,11.805013402435044,0.011,11.815987031745825,11.820989541659134,3,
57,0.029000000000000022,0.5466295412771024,0.009,0.5556295412771024,2.8828221962755007,0.047,2.929822196275501,11.80499729902356,0.265,12.06999729902356,12.070034826246324,0.073,12.14299729902356,12.070024191904645,0.012,12.081997299023561,12.086999956578829,3,
58,0.029500000000000023,0.5556318450785716,0.011,0.5666318450785716,2.9298276473407086,0.047,2.9768276473407087,12.070006900829588,0.15400000000000003,12.224006900829588,12.224043050906563,0.12,12.344006900829587,12.224033793710673,0.009,12.233006900829588,12.238009484563877,3,
59,0.030000000000000023,0.566634106608454,0.012,0.578634106608454,2.976832888749562,0.048,3.024832888749562,12.224017073039935,0.405,12.629017073039934,12.629052534544014,0.118,12.747017073039935,12.629045271400683,0.01,12.639017073039934,12.644019656774223,3,
60,0.030500000000000024,0.5786363892741299,0.01,0.5886363892741299,3.0248383922288578,0.054,3.0788383922288576,12.629027150182894,0.28600000000000003,12.915027150182894,12.915065021692104,0.103,13.018027150182894,12.91505325977618,0.009,12.924027150182894,12.929029660096203,3,
61,0.031000000000000024,0.5886387142113922,0.01,0.5986387142113923,3.078844105364508,0.05,3.1288441053645077,12.915037417460628,0.275,13.190037417460628,13.190074600396944,0.064,13.254037417460628,13.190063527053914,0.01,13.200037417460628,13.20503995198093,3,
62,0.03150000000000002,0.598640848926515,0.01,0.608640848926515,3.1288497660860695,0.041,3.1698497660860694,13.190047684738362,0.097,13.287047684738361,13.287083834815336,0.096,13.383047684738361,13.287075360907243,0.01,13.297047684738361,13.302050243865658,3,
63,0.03200000000000002,0.608643004777431,0.009,0.6176430047774311,3.1698551123231,0.046,3.2158551123230996,13.28705757174655,0.152,13.439057571746549,13.43909268896418,0.115,13.554057571746549,13.439085770107297,0.011,13.450057571746548,13.455060155480837,3,
64,0.03250000000000002,0.6176451394925538,0.012,0.6296451394925539,3.2158607730446613,0.043,3.2588607730446615,13.439067648889509,0.29100000000000004,13.73006764888951,13.730102421820694,0.068,13.798067648889509,13.73009428067466,0.011,13.741067648889508,13.746070134195824,3,
65,0.03300000000000002,0.6296472530718833,0.011,0.6406472530718833,3.2588660668676033,0.055,3.3138660668676034,13.730077250695537,0.261,13.991077250695536,13.991113745058957,0.118,14.109077250695536,13.991105187960352,0.012,14.003077250695537,14.008079760608846,3,
66,0.03350000000000002,0.6406493877870061,0.01,0.6506493877870061,3.313871622760988,0.054,3.3678716227609877,13.991087422905883,0.375,14.366087422905883,14.366122540123515,0.06,14.426087422905884,14.366113532499169,0.01,14.376087422905883,14.381090006640171,3,
67,0.03400000000000002,0.6506516493168886,0.01,0.6606516493168886,3.367876864169841,0.05,3.4178768641698407,14.366097119779297,0.266,14.632097119779298,14.632133958429167,0.086,14.718097119779298,14.632123751564448,0.012,14.644097119779298,14.649099703513587,3,
68,0.034500000000000024,0.6606539531183577,0.006,0.6666539531183577,3.4178825248914024,0.052,3.4698825248914025,,,,,,,3.4699109843480835,0.01,3.4798825248914023,3.4848852070536633,2,
69,0.035000000000000024,0.6666562780556201,0.012,0.6786562780556201,3.469888080784787,0.054,3.5238880807847868,14.632107006787486,0.102,14.734107006787486,14.734143845437355,0.11,14.844107006787485,14.734133116380772,0.009,14.743107006787486,14.748109639735762,3,
70,0.035500000000000025,0.6786584761781227,0.01,0.6886584761781227,3.52389368909226,0.052,3.57589368909226,14.734117464199992,0.384,15.118117464199992,15.118155335709202,0.118,15.236117464199992,15.11814383488921,0.009,15.127117464199992,15.132120170969248,3,
71,0.036000000000000025,0.688660716572212,0.007,0.695660716572212,3.5758993498138216,0.049,3.6248993498138216,,,,,,,3.62492572050304,0.01,3.6348993498138213,3.6399019827620958,2,
72,0.036500000000000025,0.6956630415094743,0.012,0.7076630415094743,3.6249049581212947,0.047,3.671904958121295,15.118127541342952,0.11099999999999999,15.229127541342953,15.229163347133479,0.086,15.315127541342953,15.229154434224037,0.01,15.239127541342953,15.244130075863255,3,
73,0.037000000000000026,0.7076651550888038,0.01,0.7176651550888038,3.6719106188428565,0.044,3.7159106188428566,15.2291377135533,0.11399999999999999,15.3431377135533,15.343174896489616,0.087,15.4301377135533,15.343165389722182,0.009,15.3521377135533,15.357140248073604,3,
74,0.037500000000000026,0.7176673320755131,0.012,0.7296673320755132,3.7159162795644183,0.045,3.760916279564418,15.343147695628874,0.092,15.435147695628874,15.435184534278743,0.101,15.536147695628875,15.435176155085555,0.011,15.446147695628873,15.451150180935189,3,
75,0.03800000000000003,0.7296694879264292,0.006,0.7356694879264292,3.760921783043714,0.054,3.814921783043714,,,,,,,3.8149481537329324,0.007,3.821921783043714,3.8269243913849955,2,
76,0.03850000000000003,0.7356716860489317,0.012,0.7476716860489317,3.8149271292807443,0.056,3.8709271292807443,15.435157677704447,0.086,15.521157677704448,15.521192450635633,0.119,15.640157677704448,15.521185092777397,0.011,15.532157677704447,15.537160261438736,3,
77,0.03900000000000003,0.7476739687146076,0.01,0.7576739687146076,3.8709323706895975,0.056,3.9269323706895976,15.52116718444309,0.401,15.92216718444309,15.922204711665854,0.118,16.04016718444309,15.922195121707906,0.009,15.93116718444309,15.936169891212346,3,
78,0.03950000000000003,0.7576761457013169,0.011,0.7686761457013169,3.9269380314111593,0.056,3.9829380314111593,15.922176976383891,0.161,16.083176976383893,16.083212093601524,0.118,16.20117697638389,16.083204391456842,0.011,16.094176976383892,16.099179658546152,3,
79,0.04000000000000003,0.7686784283669927,0.01,0.7786784283669927,3.982943325234101,0.04,4.022943325234101,16.083187243661627,0.097,16.180187243661628,16.180224426597945,0.066,16.246187243661627,16.18021570311831,0.012,16.19218724366163,16.19718977818193,3,
80,0.04050000000000003,0.7786807533042551,0.009,0.7876807533042551,4.0229486714711316,0.05,4.072948671471131,16.180197225737203,0.32,16.500197225737203,16.500231998668387,0.094,16.594197225737204,16.500224640810153,0.012,16.512197225737204,16.51719988329247,3,
81,0.04100000000000003,0.7876830571057243,0.009,0.7966830571057243,4.072954279778605,0.048,4.120954279778605,16.50020692261062,0.208,16.708206922610618,16.708244105546935,0.097,16.80520692261062,16.708234337683567,0.01,16.71820692261062,16.723209432523927,3,
82,0.04150000000000003,0.7966852552282269,0.012,0.8086852552282269,4.120959835671989,0.057,4.17795983567199,16.70821718988835,0.152,16.860217189888353,16.860253339965325,0.065,16.925217189888354,16.860245649345035,0.011,16.871217189888352,16.876219724408653,3,
83,0.04200000000000003,0.8086874744865228,0.011,0.8196874744865228,4.177965391565374,0.058,4.235965391565374,16.86022688676177,0.339,17.199226886761767,17.199264758270978,0.077,17.27622688676177,17.199252996355053,0.011,17.210226886761767,17.21522959353102,3,
84,0.04250000000000003,0.8196897360164053,0.01,0.8296897360164053,4.235971104701024,0.056,4.291971104701024,17.199237344174275,0.382,17.581237344174276,17.581273838537697,0.113,17.694237344174276,17.58126528143909,0.011,17.592237344174276,17.59723982948059,3,
85,0.04300000000000003,0.8296918918673213,0.011,0.8406918918673213,4.291976765422586,0.05,4.341976765422586,17.581246945980304,0.136,17.717246945980303,17.717284817489514,0.061,17.778246945980303,17.717275666532917,0.012,17.729246945980304,17.734249554321583,3,
86,0.04350000000000003,0.8406940054466507,0.009,0.8496940054466507,4.3419821116596165,0.041,4.382982111659617,17.71725740339281,0.28,17.997257403392812,17.997293897756233,0.068,18.065257403392813,17.997284296273897,0.012,18.009257403392812,18.014259864092132,3,
87,0.04400000000000003,0.8496961824333601,0.012,0.8616961824333601,4.382987667553001,0.049,4.431987667553002,17.997267670670546,0.248,18.245267670670547,18.245305542179757,0.065,18.310267670670548,18.245293780263832,0.011,18.256267670670546,18.261270328225812,3,
88,0.04450000000000003,0.8616984862348293,0.011,0.8726984862348293,4.431993118618209,0.052,4.4839931186182085,18.245277557678733,0.393,18.638277557678734,18.638313019182814,0.095,18.733277557678733,18.63830366727202,0.011,18.649277557678733,18.654280264447987,3,
89,0.04500000000000003,0.8727006843573318,0.004,0.8767006843573318,,,,,,,,,,,,,0.8817032680916201,1,
90,0.045500000000000033,0.8767028190724546,0.011,0.8877028190724546,4.483998360027062,0.041,4.5249983600270625,18.63828753975431,0.267,18.90528753975431,18.90532506697707,0.098,19.003287539754307,18.905313649347594,0.009,18.91428753975431,18.919290025060622,3,
91,0.046000000000000034,0.8877049326517841,0.006,0.8937049326517841,,,,,,,,,,,,,0.8987075163860724,1,
92,0.046500000000000034,0.89370715191008,0.009,0.90270715191008,4.525003653850004,0.055,4.580003653850004,18.905297141560336,0.182,19.087297141560335,19.087333635923756,0.078,19.165297141560334,19.087323773345485,0.011,19.098297141560334,19.103299848329588,3,
93,0.047000000000000035,0.9027094557115491,0.012,0.9147094557115492,4.5800091573293,0.046,4.6260091573293005,19.087307218703295,0.084,19.171307218703294,19.171341647348033,0.118,19.289307218703293,19.171334633776244,0.012,19.183307218703295,19.188309851651567,3,
94,0.047500000000000035,0.9147117595130183,0.012,0.9267117595130183,4.626014608394508,0.06,4.686014608394507,19.171317295846254,0.22599999999999998,19.397317295846253,19.397352757350333,0.114,19.511317295846254,19.397343666535473,0.011,19.408317295846253,19.413319781152566,3,
95,0.048000000000000036,0.9267140844502807,0.01,0.9367140844502807,4.686019849803361,0.059,4.745019849803361,19.39732699271967,0.105,19.50232699271967,19.502361765650853,0.069,19.57132699271967,19.502354668888554,0.01,19.51232699271967,19.517329527239973,3,
96,0.048500000000000036,0.9367161980296101,0.011,0.9477161980296102,4.74502524845448,0.045,4.79002524845448,19.502336499458313,0.092,19.59433649945831,19.59437230524884,0.097,19.691336499458313,19.59436391453126,0.009,19.60333649945831,19.60833900937162,3,
97,0.04900000000000004,0.9477183116089396,0.005,0.9527183116089396,,,,,,,,,,,,,0.9577208215222482,1,
98,0.04950000000000004,0.9527205097314422,0.01,0.9627205097314422,4.7900308043478645,0.05,4.840030804347864,19.594346766736045,0.322,19.916346766736044,19.916382572526572,0.105,20.021346766736045,19.916375487288658,0.012,19.928346766736045,19.93334942429131,3,
99,0.05000000000000004,0.962722644446565,0.005,0.967722644446565,4.840036307827161,0.049,4.889036307827161,,,,,,,4.889063722900111,0.008,4.897036307827161,4.902038793133476,2,
100,0.05050000000000004,0.9677247580258944,0.01,0.9777247580258944,4.8890418637205455,0.054,4.943041863720546,19.916356843879004,0.383,20.299356843879004,20.299393682528873,0.108,20.407356843879004,20.29938373676009,0.012,20.311356843879004,20.316359329185318,3,
101,0.05100000000000004,0.9777269984199837,0.012,0.9897269984199837,4.943047105129399,0.05,4.993047105129399,20.29936730129151,0.25,20.54936730129151,20.549403795654932,0.069,20.61836730129151,20.54939549965226,0.009,20.55836730129151,20.5633698850258,3,
102,0.05150000000000004,0.9897293022214528,0.009,0.9987293022214528,4.993052818265049,0.042,5.035052818265049,20.549377473501856,0.125,20.674377473501856,20.674414312151725,0.111,20.785377473501857,20.67440541076667,0.01,20.684377473501858,20.689379934201177,3,
103,0.05200000000000004,0.9987314792081622,0.005,1.0037314792081622,5.035058374158433,0.04,5.075058374158433,,,,,,,5.075086050327316,0.008,5.083058374158433,5.088060933285728,2,
104,0.05250000000000004,1.0037336773306649,0.006,1.0097336773306649,,,,,,,,,,,,,1.0147363102789395,1,
105,0.05300000000000004,1.0097359388605474,0.009,1.0187359388605473,5.075063982465907,0.06,5.135063982465907,20.674387930914364,0.109,20.783387930914365,20.783424080991338,0.107,20.890387930914365,20.78341560708325,0.012,20.795387930914366,20.800390440827673,3,
106,0.05350000000000004,1.01873807357567,0.011,1.0297380735756698,5.1350696956015565,0.04,5.1750696956015565,20.783398388326873,0.131,20.914398388326873,20.914434538403846,0.08,20.99439838832687,20.914424759016093,0.012,20.926398388326874,20.931401070489134,3,
107,0.05400000000000004,1.029740377377139,0.007,1.0367403773771389,5.175075199080853,0.043,5.218075199080853,,,,,,,5.218101308674139,0.01,5.228075199080853,5.233077659780175,2,
108,0.05450000000000004,1.0367424909564684,0.009,1.0457424909564683,5.218080597731972,0.057,5.275080597731972,20.914408465469833,0.172,21.086408465469834,21.086443582687465,0.062,21.148408465469835,21.086436141638718,0.009,21.095408465469834,21.100411147632094,3,
109,0.05500000000000004,1.0457446679431777,0.005,1.0507446679431776,5.275085996383091,0.057,5.332085996383092,,,,,,,5.332114716935706,0.008,5.340085996383092,5.3450885062964,2,
110,0.05550000000000004,1.0507468660656802,0.01,1.0607468660656802,5.332091499862388,0.046,5.378091499862388,21.08641835247802,0.272,21.35841835247802,21.358455535414336,0.112,21.470418352478017,21.35844576755097,0.011,21.369418352478018,21.374420862391325,3,
111,0.05600000000000004,1.060749000780803,0.011,1.0717490007808028,5.378097055755773,0.054,5.432097055755773,21.358428619755752,0.30300000000000005,21.661428619755753,21.661463736973385,0.115,21.77642861975575,21.661456557020568,0.01,21.671428619755755,21.67643127731102,3,
112,0.05650000000000004,1.0717511777675122,0.012,1.0837511777675122,5.432102821305512,0.053,5.485102821305512,21.661438411696555,0.109,21.770438411696556,21.770473873200636,0.085,21.855438411696557,21.770464782385776,0.009,21.779438411696557,21.78444111846581,3,
